# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit	bcid	collectorList	continentOcean	microHabitat
EX2301_D03_04W	sample			EX2301_D03_04W					-126.125672	40.133181					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Deep Mendocino Flats	2023-04-19T21:01:03Z	missing: not collected	2023-04-19T21:01:03Z	2023-04-19T21:01:03Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															3947.98291	3947.98291	missing: not provided		1.493000031					34.66899872																3.680999994	mg/L																																																								EX2301_D03_04W			DIVE03	not applicable: sample group								Niskin 3  Niskin 3			https://n2t.net/ark:/21547/FjD2EX2301_D03_04	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D03_05W	sample			EX2301_D03_05W					-126.125487	40.133194					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Deep Mendocino Flats	2023-04-19T21:02:03Z	missing: not collected	2023-04-19T21:02:03Z	2023-04-19T21:02:03Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															3947.63501	3947.63501	missing: not provided		1.49000001					34.66799927																3.635999918	mg/L																																																								EX2301_D03_05W			DIVE03	not applicable: sample group								Niskin 4  Niskin 4			https://n2t.net/ark:/21547/FjD2EX2301_D03_05	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D03_06W	sample			EX2301_D03_06W					-126.125544	40.133195					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Deep Mendocino Flats	2023-04-19T21:03:03Z	missing: not collected	2023-04-19T21:03:03Z	2023-04-19T21:03:03Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															3947.474121	3947.474121	missing: not provided		1.485999942					34.67200089																3.680000067	mg/L																																																								EX2301_D03_06W			DIVE03	not applicable: sample group								Niskin 5  Niskin 5			https://n2t.net/ark:/21547/FjD2EX2301_D03_06	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D03_BLW	negative control	field negative		EX2301_D03_BLW					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample	missing: not collected	2023, 04, 19	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Frozen												0.2199999988														0.5	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2301_D03_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap Water from NOAA Okeanos Explorer			https://n2t.net/ark:/21547/FjD2EX2301_D03_BLANK	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D04_02W	sample			EX2301_D04_02W					-125.095577	41.494953					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Trinidad Slump	2023-04-20T22:07:39Z	missing: not collected	2023-04-20T22:07:39Z	2023-04-20T22:07:39Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2316.368896	2316.368896	missing: not provided		1.80400002					34.62799835																2.46600008	mg/L																																																								EX2301_D04_02W			DIVE04	not applicable: sample group											https://n2t.net/ark:/21547/FjD2EX2301_D04_02	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D04_03W	sample			EX2301_D04_03W					-125.095439	41.49497					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Trinidad Slump	2023-04-20T22:08:47Z	missing: not collected	2023-04-20T22:08:47Z	2023-04-20T22:08:47Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2314.025879	2314.025879	missing: not provided		1.786999941					34.62799835																2.443000078	mg/L																																																								EX2301_D04_03W			DIVE04	not applicable: sample group											https://n2t.net/ark:/21547/FjD2EX2301_D04_03	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D04_04W	sample			EX2301_D04_04W					-125.095416	41.494879					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Trinidad Slump	2023-04-20T22:09:42Z	missing: not collected	2023-04-20T22:09:42Z	2023-04-20T22:09:42Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2315.559082	2315.559082	missing: not provided		1.786000013					34.62799835																2.454999924	mg/L																																																								EX2301_D04_04W			DIVE04	not applicable: sample group											https://n2t.net/ark:/21547/FjD2EX2301_D04_04	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D04_05W	sample			EX2301_D04_05W					-125.095419	41.494922					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Trinidad Slump	2023-04-20T22:10:33Z	missing: not collected	2023-04-20T22:10:33Z	2023-04-20T22:10:33Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2313.874023	2313.874023	missing: not provided		1.804999948					34.62799835																2.500999928	mg/L																																																								EX2301_D04_05W			DIVE04	not applicable: sample group											https://n2t.net/ark:/21547/FjD2EX2301_D04_05	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D04_06W	sample			EX2301_D04_06W					-125.095281	41.494889					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Trinidad Slump	2023-04-20T22:11:10Z	missing: not collected	2023-04-20T22:11:10Z	2023-04-20T22:11:10Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2315.146973	2315.146973	missing: not provided		1.789999962					34.62799835																2.493000031	mg/L																																																								EX2301_D04_06W			DIVE04	not applicable: sample group											https://n2t.net/ark:/21547/FjD2EX2301_D04_06	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D04_BLW	negative control	field negative		EX2301_D04_BLW					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample	missing: not collected	2023, 04, 20	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Frozen												0.2199999988														0.5	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2301_D04_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap Water from NOAA Okeanos Explorer			https://n2t.net/ark:/21547/FjD2EX2301_D04_BLANK	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D06_02W	sample			EX2301_D06_02W					-125.808103	46.492069					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: North Astoria Canyon	2023-04-23T21:18:10Z	missing: not collected	2023-04-23T21:18:10Z	2023-04-23T21:18:10Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2412.427002	2412.427002	missing: not provided		1.771000028					34.64099884																2.296999931	mg/L																																																								EX2301_D06_02W			DIVE06	not applicable: sample group								Niskin 1  Niskin 1			https://n2t.net/ark:/21547/FjD2EX2301_D06_02	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D06_03W	sample			EX2301_D06_03W					-125.808238	46.491965					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: North Astoria Canyon	2023-04-23T21:19:19Z	missing: not collected	2023-04-23T21:19:19Z	2023-04-23T21:19:19Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2413.047119	2413.047119	missing: not provided		1.764999986					34.63199997																2.34800005	mg/L																																																								EX2301_D06_03W			DIVE06	not applicable: sample group								Niskin 2  Niskin 2			https://n2t.net/ark:/21547/FjD2EX2301_D06_03	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D06_04W	sample			EX2301_D06_04W					-125.808298	46.49201					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: North Astoria Canyon	2023-04-23T21:20:05Z	missing: not collected	2023-04-23T21:20:05Z	2023-04-23T21:20:05Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2411.308105	2411.308105	missing: not provided		1.764000058					34.63399887																2.348999977	mg/L																																																								EX2301_D06_04W			DIVE06	not applicable: sample group								Niskin 3  Niskin 3			https://n2t.net/ark:/21547/FjD2EX2301_D06_04	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D06_05W	sample			EX2301_D06_05W					-125.808373	46.492033					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: North Astoria Canyon	2023-04-23T21:21:07Z	missing: not collected	2023-04-23T21:21:07Z	2023-04-23T21:21:07Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2409.98291	2409.98291	missing: not provided		1.761000037					34.63299942																2.395999908	mg/L																																																								EX2301_D06_05W			DIVE06	not applicable: sample group								Niskin 4  Niskin 4			https://n2t.net/ark:/21547/FjD2EX2301_D06_05	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D06_06W	sample			EX2301_D06_06W					-125.808467	46.492102					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: North Astoria Canyon	2023-04-23T21:28:27Z	missing: not collected	2023-04-23T21:28:27Z	2023-04-23T21:28:27Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															2409.429932	2409.429932	missing: not provided		1.768000007					34.63100052																2.380000114	mg/L																																																								EX2301_D06_06W			DIVE06	not applicable: sample group								Niskin 5  Niskin 5			https://n2t.net/ark:/21547/FjD2EX2301_D06_06	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D06_BLW	negative control	field negative		EX2301_D06_BLW					not applicable: control sample	not applicable: control sample					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	not applicable: control sample	not applicable: control sample	missing: not collected	2023, 04, 23	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Frozen												0.2199999988														0.5	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2301_D06_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap Water from NOAA Okeanos Explorer			https://n2t.net/ark:/21547/FjD2EX2301_D06_BLANK	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D07_05W	sample			EX2301_D07_05W					-125.274309	47.296898					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Quinault Fault	2023-04-24T21:46:44Z	missing: not collected	2023-04-24T21:46:44Z	2023-04-24T21:46:44Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															1610.26001	1610.26001	missing: not provided		2.494999886					34.52799988																1.057999969	mg/L																																																								EX2301_D07_05W			DIVE07	not applicable: sample group								Niskin 1  Niskin 1			https://n2t.net/ark:/21547/FjD2EX2301_D07_05	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D07_06W	sample			EX2301_D07_06W					-125.274363	47.296942					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Quinault Fault	2023-04-24T21:50:01Z	missing: not collected	2023-04-24T21:50:01Z	2023-04-24T21:50:01Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															1605.206055	1605.206055	missing: not provided		2.487999916					34.53099823																1.077000022	mg/L																																																								EX2301_D07_06W			DIVE07	not applicable: sample group								Niskin 2  Niskin 2			https://n2t.net/ark:/21547/FjD2EX2301_D07_06	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D07_07W	sample			EX2301_D07_07W					-125.274434	47.266998					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Quinault Fault	2023-04-24T22:14:33Z	missing: not collected	2023-04-24T22:14:33Z	2023-04-24T22:14:33Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															1592.571045	1592.571045	missing: not provided		2.503000021					34.52199936																1.080000043	mg/L																																																								EX2301_D07_07W			DIVE07	not applicable: sample group								Niskin 3  Niskin 3			https://n2t.net/ark:/21547/FjD2EX2301_D07_07	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D07_08W	sample			EX2301_D07_08W					-125.274382	47.296996					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Quinault Fault	2023-04-24T22:17:02Z	missing: not collected	2023-04-24T22:17:02Z	2023-04-24T22:17:02Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															1592.232056	1592.232056	missing: not provided		2.483999968					34.5320015																1.049999952	mg/L																																																								EX2301_D07_08W			DIVE07	not applicable: sample group								Niskin 4  Niskin 4			https://n2t.net/ark:/21547/FjD2EX2301_D07_08	NOAA Ocean Exploration	Pacific Ocean	
EX2301_D07_09W	sample			EX2301_D07_09W					-125.274479	47.297006					EX2301	2023 Shakedown + EXPRESS West Coast Exploration	https://oceanexplorer.noaa.gov/okeanos/explorations/express/ex2301/welcome.html	2023-04-13 00:00:00	2023-04-27 00:00:00	U.S. Westcoast	EX2301_eDNA (EX2301_eDNA)	https://geome-db.org/record/ark:/21547/FjB2	EX-23-01	https://repository.library.noaa.gov/view/noaa/55891	U.S. Westcoast: Quinault Fault	2023-04-24T22:18:37Z	missing: not collected	2023-04-24T22:18:37Z	2023-04-24T22:18:37Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.2199999988														1	L															1592.13501	1592.13501	missing: not provided		2.492000103					34.52899933																1.062999964	mg/L																																																								EX2301_D07_09W			DIVE07	not applicable: sample group								Niskin 5  Niskin 5			https://n2t.net/ark:/21547/FjD2EX2301_D07_09	NOAA Ocean Exploration	Pacific Ocean	
