# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit	bcid	collectorList	continentOcean	microHabitat
EX2203_ROS03_FieldBlank	negative control	field negative		EX2203_ROS03_Blank					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	not applicable: control sample	not applicable: control sample	missing: not collected	not applicable: control sample	not applicable: control sample	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		missing: not provided												0.45														2	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2203_ROS03_Blank			not applicable: control sample	not applicable: control sample								control						
EX2203_ROS04_B01	sample			EX2203_ROS04_B01					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-11 16:54:12	missing: not collected	2022-04-11 16:54:12	2022-04-11 16:54:12	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															1544	1544	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS04_B01			ROS04	B01								Max depth of cast						
EX2203_ROS04_B02	sample			EX2203_ROS04_B02					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-11 17:25:44	missing: not collected	2022-04-11 17:25:44	2022-04-11 17:25:44	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															745	745	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS04_B02			ROS04	B02								Below the deep scattering layer (DSL)						
EX2203_ROS04_B03	sample			EX2203_ROS04_B03					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-11 17:36:44	missing: not collected	2022-04-11 17:36:44	2022-04-11 17:36:44	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															519	519	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS04_B03			ROS04	B03								Within one DSL seen using the 38 kHz EK						
EX2203_ROS04_B04	sample			EX2203_ROS04_B04					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-11 17:49:17	missing: not collected	2022-04-11 17:49:17	2022-04-11 17:49:17	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															212	212	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS04_B04			ROS04	B04								Within the uppermost DSL seen using the 38 kHZ EK						
EX2203_ROS04_B05	sample			EX2203_ROS04_B05					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-11 17:54:41	missing: not collected	2022-04-11 17:54:41	2022-04-11 17:54:41	marine biome [ENVO:00000447]	marine epipelagic zone [ENVO:00000212]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															92	92	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS04_B05			ROS04	B05								Chlorophyll max layer						
EX2203_ROS04_B06	sample			EX2203_ROS04_B06					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-11 18:00:48	missing: not collected	2022-04-11 18:00:48	2022-04-11 18:00:48	marine biome [ENVO:00000447]	marine epipelagic zone [ENVO:00000212]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															4.3	4.3	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS04_B06			ROS04	B06								Surface layer sample						
EX2203_ROS04_FieldBlank	negative control	field negative		EX2203_ROS04_Blank					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	not applicable: control sample	not applicable: control sample	missing: not collected	not applicable: control sample	not applicable: control sample	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		missing: not provided												0.45														2	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2203_ROS04_Blank			not applicable: control sample	not applicable: control sample								control						
EX2203_ROS05_B01	sample			EX2203_ROS05_B01					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-12 18:35:38	missing: not collected	2022-04-12 18:35:38	2022-04-12 18:35:38	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															994.2	994.2	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS05_B01			ROS05	B01								Max depth of cast 4 meters above the benthos						
EX2203_ROS05_B02	sample			EX2203_ROS05_B02					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-12 19:00:33	missing: not collected	2022-04-12 19:00:33	2022-04-12 19:00:33	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															619	619	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS05_B02			ROS05	B02								Below the deep scattering layer (DSL)						
EX2203_ROS05_B03	sample			EX2203_ROS05_B03					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-12 19:06:47	missing: not collected	2022-04-12 19:06:47	2022-04-12 19:06:47	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															499.7	499.7	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS05_B03			ROS05	B03								Within one DSL seen using the 38 kHz EK						
EX2203_ROS05_B04	sample			EX2203_ROS05_B04					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-12 19:07:14	missing: not collected	2022-04-12 19:07:14	2022-04-12 19:07:14	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															499.7	499.7	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS05_B04			ROS05	B04								Bottle #4 was fired accidentally at the same depth as bottle #3						
EX2203_ROS05_B05	sample			EX2203_ROS05_B05					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-12 19:21:31	missing: not collected	2022-04-12 19:21:31	2022-04-12 19:21:31	marine biome [ENVO:00000447]	marine epipelagic zone [ENVO:00000212]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															142	142	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS05_B05			ROS05	B05								Chlorophyll max layer - was quite deep on this cast looking at the fluorometer data						
EX2203_ROS05_B06	sample			EX2203_ROS05_B06					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-12 19:28:14	missing: not collected	2022-04-12 19:28:14	2022-04-12 19:28:14	marine biome [ENVO:00000447]	marine epipelagic zone [ENVO:00000212]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															4.9	4.9	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS05_B06			ROS05	B06								Surface layer sample						
EX2203_ROS05_FieldBlank	negative control	field negative		EX2203_ROS05_Blank					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	not applicable: control sample	not applicable: control sample	missing: not collected	not applicable: control sample	not applicable: control sample	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		missing: not provided												0.45														2	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2203_ROS05_Blank			not applicable: control sample	not applicable: control sample								control						
EX2203_ROS06_B01	sample			EX2203_ROS06_B01					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-15 13:58:45	missing: not collected	2022-04-15 13:58:45	2022-04-15 13:58:45	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															605	605	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS06_B01			ROS06	B01								Near bottom sample						
EX2203_ROS06_B02	sample			EX2203_ROS06_B02					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-15 14:07:54	missing: not collected	2022-04-15 14:07:54	2022-04-15 14:07:54	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															448	448	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS06_B02			ROS06	B02								150 m from the bottom						
EX2203_ROS06_B03	sample			EX2203_ROS06_B03					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-15 14:15:40	missing: not collected	2022-04-15 14:15:40	2022-04-15 14:15:40	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															303	303	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS06_B03			ROS06	B03								150 m up from bottle #2						
EX2203_ROS06_B04	sample			EX2203_ROS06_B04					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-15 14:19:16	missing: not collected	2022-04-15 14:19:16	2022-04-15 14:19:16	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															230	230	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS06_B04			ROS06	B04								Possible second chlorophyll max layer, showed up in the EK data						
EX2203_ROS06_B05	sample			EX2203_ROS06_B05					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration 	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	2022-04-02 00:00:00	2022-04-26 00:00:00	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	2022-04-15 14:24:54	missing: not collected	2022-04-15 14:24:54	2022-04-15 14:24:54	marine biome [ENVO:00000447]	marine epipelagic zone [ENVO:00000212]	sea water [ENVO:00002149]	0	CTD rosette system on Okeanos Explorer	CTD	10	L		missing: not provided												0.45														2	L															138	138	missing: not provided		missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																								EX2203_ROS06_B05			ROS06	B05								Chlorophyll max layer						
